id,segment,discount,age,tenure_months,income_index,web_visits_30d,leak_after_offer,purchase,unit_margin_if_buy,discount_bucket
4486,C,10.038500600450789,29,43,1.429,7,0,0,36.247,10
4487,A,5.515043539886721,62,114,0.727,2,0,0,38.069,6
4488,B,10.459245278116384,32,19,1.378,2,0,0,36.077,10
4489,A,13.395857122494956,30,11,1.013,7,1,0,34.894,13
4490,A,10.999858043479524,21,115,1.211,3,0,0,35.859,11
4491,B,19.56846510629599,21,34,0.774,4,0,1,32.407,20
4492,B,8.088753835823628,42,1,1.573,3,0,0,37.032,8
4493,B,11.810839591178834,33,116,0.846,4,1,0,35.532,12
4494,C,12.331867089760152,35,116,0.967,4,1,0,35.323,12
4495,A,16.95299140714914,62,1,1.121,7,1,0,33.461,17
4496,A,20.920824985890608,26,10,1.01,3,0,1,31.862,21
4497,B,20.391668131444177,39,60,1.077,6,1,1,32.075,20
4498,C,8.332681590220592,38,115,1.117,5,0,0,36.934,8
4499,B,16.79597782284464,49,44,0.503,5,1,0,33.524,17
4500,A,10.117789392894165,69,79,0.972,8,0,0,36.215,10
4501,A,20.853582102438498,23,90,1.549,4,1,0,31.889,21
4502,C,8.902966273551753,67,3,1.508,6,0,0,36.704,9
4503,C,12.494890431815692,54,109,1.216,3,0,0,35.257,12
4504,B,15.372169389592608,38,94,1.197,2,0,0,34.098,15
4505,B,14.49796217238842,43,67,1.129,3,0,1,34.45,14
4506,B,16.245240874016208,47,72,0.917,6,0,0,33.746,16
4507,C,8.357182189849807,55,12,0.704,2,0,0,36.924,8
4508,C,7.345094984956109,64,60,1.145,2,0,0,37.332,7
4509,B,16.5860082868893,53,62,1.08,2,0,1,33.609,17
4510,B,17.167694401242898,35,42,1.411,6,0,1,33.374,17
4511,C,12.421474135024283,44,32,1.161,3,1,0,35.286,12
4512,B,13.48243968285258,43,78,0.347,6,0,0,34.859,13
4513,A,16.707318358064335,38,57,0.558,3,1,0,33.56,17
4514,A,17.068624885840258,30,116,0.933,4,0,0,33.414,17
4515,A,17.124346052942055,60,62,1.348,4,0,0,33.392,17
4516,A,7.698196500523556,27,91,1.544,8,1,0,37.19,8
4517,B,14.468689789506215,50,102,0.2,7,1,1,34.462,14
4518,A,11.613941747120982,41,94,1.013,2,0,0,35.612,12
4519,B,6.867975181215057,57,97,0.971,0,0,0,37.524,7
4520,A,11.482774111782025,33,51,1.084,5,0,0,35.665,11
4521,B,7.851305722559904,54,43,0.785,4,0,0,37.128,8
4522,A,14.374853153063327,32,61,0.68,2,1,0,34.499,14
4523,B,18.913358960099252,58,100,0.736,4,1,1,32.671,19
4524,B,11.076428531676811,22,92,1.22,4,0,0,35.828,11
4525,B,0.0,47,72,0.557,6,0,0,40.291,0
4526,B,9.466888868172871,39,59,0.861,4,0,0,36.477,9
4527,A,16.86374469898304,18,6,0.846,6,0,1,33.497,17
4528,A,17.967234162635894,43,46,1.079,7,1,1,33.052,18
4529,A,15.536026770397969,47,83,0.985,8,1,0,34.032,16
4530,A,20.81718541546251,53,111,1.566,6,0,1,31.904,21
4531,C,15.733617614885517,46,82,0.725,1,0,1,33.952,16
4532,A,11.378301430832085,29,52,1.06,1,1,0,35.707,11
4533,B,5.732703414616719,53,101,0.941,3,0,0,37.981,6
4534,B,3.089423490692356,19,62,0.944,3,0,0,39.046,3
4535,A,13.931321485795483,32,117,0.528,8,0,0,34.678,14
4536,A,10.481092035244895,60,85,0.939,4,0,0,36.068,10
4537,B,16.513952939799704,47,106,1.266,4,1,0,33.638,17
4538,B,18.664665195500042,47,9,0.75,4,1,0,32.771,19
4539,A,13.213079088081052,21,28,0.729,2,0,0,34.967,13
4540,B,13.494264963346136,65,39,1.109,3,0,0,34.854,13
4541,A,22.650230011459826,55,87,1.441,2,1,1,31.165,23
4542,B,14.148003802480977,67,46,1.195,4,0,0,34.591,14
4543,B,16.859108985374785,67,25,1.461,4,0,0,33.498,17
4544,A,15.345470977421833,55,45,1.191,3,1,1,34.108,15
4545,A,20.561360202237466,67,47,1.125,8,0,0,32.007,21
4546,B,17.170825789535396,20,110,1.099,2,0,1,33.373,17
4547,C,17.380356679072413,57,108,1.188,5,0,0,33.288,17
4548,A,12.29917489818005,48,19,1.29,6,0,0,35.336,12
4549,A,17.91606959975506,55,27,0.216,1,1,0,33.073,18
4550,B,17.082695491064165,19,105,1.292,3,0,1,33.408,17
4551,A,20.316787875414455,28,5,0.723,4,0,1,32.105,20
4552,A,17.419362020051146,36,101,1.119,2,1,1,33.273,17
4553,B,6.160383626548745,42,9,0.913,6,0,0,37.809,6
4554,B,17.944803974677818,29,113,1.086,5,0,0,33.061,18
4555,B,17.20698429088924,24,34,1.293,0,1,1,33.358,17
4556,C,8.385708275239846,48,88,0.563,2,0,0,36.913,8
4557,B,11.59587313093952,61,64,1.337,1,0,0,35.619,12
4558,C,8.396758001033426,24,43,1.023,8,0,0,36.908,8
4559,B,18.673567067863637,56,5,0.756,6,0,0,32.767,19
4560,B,20.531131328216546,40,42,1.044,3,1,1,32.019,21
4561,A,8.636749320707267,57,81,1.012,6,0,0,36.811,9
4562,A,6.608263911100385,24,59,0.607,6,0,0,37.629,7
4563,A,6.993780109244263,40,1,0.688,5,0,0,37.473,7
4564,B,10.733241809760823,51,113,1.197,5,0,0,35.967,11
4565,B,16.090895863383707,64,4,1.022,2,0,0,33.808,16
4566,A,12.816020532574504,27,89,1.254,5,0,0,35.127,13
4567,A,14.979270857052798,63,113,1.203,3,1,0,34.256,15
4568,A,11.315086679548283,57,98,0.479,2,1,0,35.732,11
4569,B,8.825015269947613,64,69,0.928,4,0,0,36.736,9
4570,A,14.553054029023412,54,62,1.352,3,1,0,34.428,15
4571,C,8.498533102198806,37,96,1.679,7,0,1,36.867,8
4572,A,17.786674524924365,26,115,0.991,2,0,0,33.125,18
4573,A,19.076146228782708,45,52,1.188,4,0,1,32.605,19
4574,B,12.08744217816159,53,27,0.792,3,0,0,35.421,12
4575,B,29.393616334678853,67,61,1.019,2,1,1,28.448,29
4576,B,5.635472923227782,27,35,0.776,3,0,0,38.021,6
4577,B,9.768658203847515,60,11,0.834,2,0,0,36.355,10
4578,A,22.209009927507697,69,69,1.383,6,1,1,31.343,22
4579,B,23.110571103840066,49,17,0.995,2,0,1,30.98,23
4580,C,9.01196416408564,49,5,1.061,4,0,0,36.66,9
4581,A,12.620589922399908,20,97,1.082,4,0,0,35.206,13
4582,B,7.758623599306297,19,33,1.013,6,0,0,37.165,8
4583,B,16.261760514713078,41,13,0.58,5,0,1,33.739,16
4584,A,20.70467909389014,42,58,1.155,5,0,0,31.949,21
4585,A,12.580277257637594,49,20,0.931,7,0,0,35.222,13
4586,B,15.16774952795677,59,63,0.624,3,0,0,34.18,15
4587,A,11.465633196509085,32,1,1.74,3,0,1,35.672,11
4588,B,15.021247327697104,69,89,0.939,4,0,1,34.239,15
4589,C,13.223659826395886,64,70,1.339,8,0,0,34.963,13
4590,C,6.966253325805612,40,95,0.976,4,0,0,37.484,7
4591,A,11.253870006692871,60,79,0.908,4,1,0,35.757,11
4592,A,15.246030917891641,46,31,0.607,1,0,1,34.148,15
4593,C,7.380516818603232,35,53,0.325,4,1,0,37.318,7
4594,B,7.290456685230448,69,9,0.536,6,0,0,37.354,7
4595,A,19.872579449331077,50,105,0.791,8,0,0,32.284,20
4596,B,13.94204216918175,42,92,1.479,6,0,0,34.674,14
4597,C,4.186102516744723,36,47,1.352,9,0,0,38.605,4
4598,B,9.13454592396386,27,39,1.824,3,1,0,36.611,9
4599,B,8.081375089147855,39,99,0.993,4,0,0,37.035,8
4600,B,11.514360832661612,29,81,0.815,5,1,0,35.652,12
4601,A,11.999106534780498,62,17,1.034,11,0,0,35.457,12
4602,A,7.796569993845919,60,113,1.244,1,0,0,37.15,8
4603,B,15.020328437931932,19,45,1.259,3,0,1,34.239,15
4604,B,12.157190385188045,67,110,1.186,3,0,0,35.393,12
4605,A,20.31257798094205,20,52,0.789,5,0,1,32.107,20
4606,B,18.315341340849933,40,11,1.235,3,0,0,32.912,18
4607,B,17.138146565125727,41,27,0.671,7,0,1,33.386,17
4608,B,21.342643692608675,19,27,2.096,3,0,1,31.692,21
4609,B,13.950994908400856,61,48,0.964,4,0,0,34.67,14
4610,B,3.423498079399904,68,118,0.878,3,0,0,38.912,3
4611,A,17.353928982427593,28,17,0.999,9,0,0,33.299,17
4612,A,18.286225040040797,39,1,0.532,5,1,0,32.923,18
4613,B,11.414470142414022,64,74,0.776,2,0,0,35.692,11
4614,B,17.18180050520474,33,50,1.179,4,1,1,33.368,17
4615,B,5.362221408382992,26,62,1.24,4,0,0,38.131,5
4616,C,8.32721638110998,45,28,0.561,4,0,0,36.936,8
4617,B,27.036329931715045,37,28,1.962,4,1,1,29.398,27
4618,B,9.550792742359649,20,89,1.025,2,0,0,36.443,10
4619,C,15.281269610433128,38,49,1.618,4,0,0,34.134,15
4620,B,16.494630783363554,47,87,0.978,5,0,0,33.645,16
4621,B,10.040611979929587,56,21,0.69,4,0,0,36.246,10
4622,B,0.0,23,2,1.426,8,1,0,40.291,0
4623,A,10.593846123382441,18,61,0.891,6,0,0,36.023,11
4624,B,11.620470808992618,26,62,1.297,4,0,0,35.609,12
4625,B,12.85957494151526,18,103,1.013,4,0,0,35.11,13
4626,B,30.0,40,106,1.693,8,1,1,28.204,30
4627,B,11.234908788018906,53,13,1.043,1,1,0,35.765,11
4628,C,10.879574158229737,37,81,1.306,4,0,0,35.908,11
4629,C,8.006485249551435,60,57,0.973,8,0,0,37.065,8
4630,A,11.63570893172649,31,74,1.145,1,0,0,35.603,12
4631,B,10.081406133631813,53,45,1.301,6,1,0,36.229,10
4632,C,13.42527956603251,53,103,0.987,5,0,0,34.882,13
4633,A,14.355471606121046,40,22,0.802,3,1,0,34.507,14
4634,B,20.22987224064319,62,108,0.866,3,1,1,32.14,20
4635,C,10.250349257915005,61,99,0.427,3,0,0,36.161,10
4636,A,5.415899758535172,31,80,1.147,4,0,0,38.109,5
4637,A,16.567265039388655,36,61,0.583,2,1,0,33.616,17
4638,A,20.5191550895995,47,106,1.297,5,1,1,32.024,21
4639,C,10.72912840348233,53,79,0.607,2,0,0,35.968,11
4640,B,9.267086293344992,45,36,0.977,3,0,0,36.557,9
4641,A,20.02102390696711,20,81,1.152,4,0,1,32.224,20
4642,A,20.731724696503257,29,82,0.956,2,0,0,31.938,21
4643,B,13.005634882919134,38,116,0.902,2,0,0,35.051,13
4644,C,12.208320854378472,27,41,1.246,4,0,0,35.372,12
4645,B,3.599224453032182,59,21,0.932,7,0,0,38.841,4
4646,A,21.53589170399075,62,63,1.2,9,1,1,31.614,22
4647,B,25.998830589553503,38,93,0.9,2,0,1,29.816,26
4648,B,9.975175507216713,21,47,1.069,2,0,1,36.272,10
4649,A,19.695401666487157,48,75,0.814,2,1,0,32.356,20
4650,A,15.622190158010296,38,41,1.756,3,0,1,33.997,16
4651,B,11.638887178191737,58,115,0.677,5,1,0,35.602,12
4652,C,7.007469416940928,43,51,1.042,6,1,0,37.468,7
4653,A,23.802368093587184,20,81,0.532,4,1,1,30.701,24
4654,C,12.576829004778123,36,96,0.822,2,0,1,35.224,13
4655,B,8.601980945247622,47,13,1.12,4,0,0,36.825,9
4656,B,14.808298935548548,47,115,1.483,2,1,0,34.325,15
4657,B,13.710925683868892,33,116,1.079,4,0,1,34.767,14
4658,A,19.299669603387123,63,78,1.192,4,0,1,32.515,19
4659,C,9.45871516683007,59,86,1.066,6,0,0,36.48,9
4660,A,23.8121626270558,63,34,1.256,4,1,1,30.697,24
4661,A,22.78749102167406,29,47,0.843,4,1,1,31.11,23
4662,A,17.459505793492273,41,77,0.969,2,0,1,33.257,17
4663,A,18.266085805851723,60,21,1.4,11,0,1,32.932,18
4664,B,17.400520812408637,64,35,1.486,5,1,0,33.28,17
4665,A,20.701366541593195,33,71,0.943,4,0,1,31.95,21
4666,A,14.416659210758267,33,18,0.935,4,0,0,34.483,14
4667,A,7.789179245082831,24,20,1.495,4,0,0,37.153,8
4668,C,10.829511942317955,60,58,0.741,4,1,0,35.928,11
4669,B,14.15003631304672,37,98,1.052,3,1,0,34.59,14
4670,B,0.0,48,66,0.876,7,0,0,40.291,0
4671,C,9.524508430029572,54,13,0.692,4,0,0,36.454,10
4672,C,8.941921437032423,55,94,1.513,4,0,0,36.688,9
4673,B,10.992160114078974,30,7,1.21,2,0,0,35.862,11
4674,B,26.67620410078242,20,28,1.051,3,0,1,29.543,27
4675,B,30.0,62,60,1.065,3,1,1,28.204,30
4676,A,22.037787270165047,24,78,1.32,2,1,1,31.412,22
4677,A,10.128390744070682,60,57,1.126,7,0,1,36.21,10
4678,B,14.489803226281216,67,109,0.429,3,0,0,34.453,14
4679,A,14.902211217055953,52,85,0.503,2,0,0,34.287,15
4680,C,2.3266963025373597,46,114,1.124,7,1,0,39.354,2
4681,B,2.7041030142491103,39,50,0.716,2,0,0,39.202,3
4682,C,9.905450399811455,46,2,0.915,3,0,0,36.3,10
4683,B,16.969615641058084,63,58,0.924,1,1,0,33.454,17
4684,A,18.924779829669994,27,69,1.659,5,0,1,32.666,19
4685,A,18.088085785630042,65,14,1.244,3,0,1,33.003,18
4686,B,10.8281235702999,19,16,0.795,1,0,1,35.928,11
4687,A,22.862622450477552,28,83,1.392,5,0,1,31.08,23
4688,B,0.0,18,13,0.2,4,0,0,40.291,0
4689,B,22.845985402366367,62,47,1.441,3,1,1,31.086,23
4690,B,10.735917487258527,22,64,1.013,5,0,0,35.966,11
4691,A,17.257048475056767,57,100,1.35,4,0,0,33.338,17
4692,A,14.214216896544482,54,115,0.772,7,0,0,34.564,14
4693,C,4.33598658483475,59,83,1.495,3,0,0,38.544,4
4694,A,12.127598748130605,20,51,1.089,5,0,0,35.405,12
4695,B,20.256061946618036,28,5,0.946,4,1,1,32.13,20
4696,A,14.341953473016769,41,92,1.01,7,0,0,34.513,14
4697,B,15.544943290276636,53,113,0.334,0,0,1,34.028,16
4698,B,20.451730619978125,38,11,0.711,3,0,0,32.051,20
4699,B,5.870199935184738,64,102,0.95,1,0,0,37.926,6
4700,A,12.680744515193489,59,113,0.616,3,0,0,35.182,13
4701,A,6.904507688146888,33,101,0.708,4,0,0,37.509,7
4702,B,2.375335277888224,49,1,1.303,2,0,0,39.334,2
4703,B,17.677137055991196,52,95,0.95,4,0,0,33.169,18
4704,A,19.973477516690032,46,64,1.662,5,0,0,32.244,20
4705,C,8.64188484947801,28,119,0.814,5,0,0,36.809,9
4706,B,19.734465455814735,45,105,1.229,6,1,0,32.34,20
4707,B,15.991951855970838,63,56,0.972,4,1,0,33.848,16
4708,C,10.259879696452227,57,14,1.114,2,0,0,36.157,10
4709,C,10.55434514596245,52,28,1.321,5,0,0,36.039,11
4710,B,12.804403258756077,20,49,1.155,3,0,0,35.132,13
4711,B,15.900370276985932,65,107,0.606,11,0,1,33.885,16
4712,A,11.839609258406526,46,87,1.085,2,0,0,35.521,12
4713,B,9.850405810456603,31,42,0.302,3,0,0,36.322,10
4714,A,16.667460950272975,29,2,1.032,3,0,0,33.576,17
4715,B,12.563310790074011,35,109,1.001,3,1,0,35.229,13
4716,C,0.0,28,13,0.604,3,1,0,40.291,0
4717,A,7.279024013680148,27,83,1.092,1,0,0,37.358,7
4718,A,14.849294507351916,66,31,0.872,4,0,1,34.308,15
4719,C,11.873040348466962,63,107,0.766,4,1,0,35.507,12
4720,B,0.0,51,105,1.09,7,0,0,40.291,0
4721,B,15.840066008188,50,21,1.046,3,1,1,33.909,16
4722,A,16.541234172628513,37,93,1.156,5,1,1,33.627,17
4723,B,9.567635985973268,63,72,0.937,1,0,0,36.436,10
4724,B,12.606532398345884,38,105,1.334,5,0,0,35.212,13
4725,A,22.482589655661297,60,26,1.397,3,1,0,31.233,22
4726,B,19.087595229260437,37,33,1.053,3,0,1,32.601,19
4727,A,21.84668661714114,63,110,0.38,4,0,0,31.489,22
4728,B,14.985123493112804,30,99,0.724,0,0,0,34.254,15
4729,B,8.488350836084136,37,79,0.921,2,0,0,36.871,8
4730,C,4.532371708351437,61,20,0.88,9,0,0,38.465,5
4731,A,13.389261634331502,21,6,0.869,4,0,0,34.897,13
4732,B,26.126265475941317,18,81,0.689,3,1,1,29.765,26
4733,A,12.075902939674041,69,89,0.772,3,0,0,35.426,12
4734,C,12.610442717176408,49,49,1.193,2,0,0,35.21,13
4735,A,9.76275653250041,45,96,1.098,3,0,0,36.358,10
4736,A,21.574744167257585,39,48,1.056,4,0,1,31.598,22
4737,A,16.705730375983705,44,59,1.654,6,1,0,33.56,17
4738,B,24.693435034479215,39,83,1.191,7,1,1,30.342,25
4739,A,22.885251952374418,60,1,1.416,2,1,0,31.07,23
4740,B,0.7148584734369923,43,85,0.567,2,0,0,40.003,1
4741,B,18.637555069341992,36,63,1.738,8,0,1,32.782,19
4742,B,29.888716952606067,56,3,1.88,3,0,1,28.249,30
4743,A,11.362837107304719,49,58,0.518,3,0,1,35.713,11
4744,A,21.456085192933294,49,33,0.616,3,1,0,31.646,21
4745,B,7.774267017258758,41,117,0.81,2,0,0,37.159,8
4746,B,23.98874277196482,41,4,1.08,1,1,0,30.626,24
4747,B,10.676492202287173,33,36,0.558,5,1,0,35.99,11
4748,B,14.700250337401384,43,51,1.645,4,1,0,34.368,15
4749,A,19.7639997495776,42,20,1.295,3,0,0,32.328,20
4750,A,23.327931141659676,38,58,0.691,3,1,1,30.892,23
4751,B,25.884789360630453,56,111,1.208,2,1,1,29.862,26
4752,A,14.87307589200974,61,118,0.867,3,0,1,34.299,15
4753,C,7.382800207947163,21,37,1.28,5,0,0,37.317,7
4754,A,15.722501491095937,57,19,0.651,4,0,0,33.956,16
4755,A,10.885498629931782,47,24,1.105,2,0,1,35.905,11
4756,A,9.395849445130162,34,59,0.9,4,0,0,36.506,9
4757,B,0.7535900326192895,67,15,1.591,6,0,0,39.988,1
4758,C,5.328434577856265,66,79,0.573,2,0,0,38.144,5
4759,C,13.533747850208673,24,5,1.021,3,0,0,34.838,14
4760,A,9.961982154448556,33,32,1.96,5,0,0,36.277,10
4761,C,9.499480602467612,40,57,0.89,4,0,0,36.464,9
4762,B,10.035434023822887,64,74,1.015,2,0,0,36.248,10
4763,B,11.566029796798878,46,17,1.079,8,0,0,35.631,12
4764,A,6.60683547834687,44,74,1.379,3,0,0,37.629,7
4765,A,10.348071169232192,18,15,0.474,7,0,0,36.122,10
4766,A,15.011899302329574,23,21,0.749,5,0,0,34.243,15
4767,A,20.055719641184062,58,90,0.986,4,0,0,32.211,20
4768,A,19.335460279393992,57,97,1.002,3,1,0,32.501,19
4769,B,7.7414779608714674,41,26,0.641,6,0,0,37.172,8
4770,A,18.36419635558749,34,26,0.627,5,1,0,32.892,18
4771,A,18.25200836683788,63,61,1.352,5,0,0,32.937,18
4772,C,8.516048252950878,30,26,1.399,4,0,0,36.86,9
4773,A,25.294702514380194,57,26,0.901,2,1,0,30.1,25
4774,B,10.138264086020044,45,91,1.018,3,0,0,36.206,10
4775,B,11.030725869905524,58,56,0.753,4,0,1,35.847,11
4776,B,5.701120504274985,29,92,1.057,6,0,0,37.994,6
4777,A,12.51888685481968,30,49,1.206,7,0,0,35.247,13
4778,B,17.908262122675048,24,22,0.905,6,1,0,33.076,18
4779,A,21.780947455714767,40,15,1.119,4,1,1,31.515,22
4780,C,10.258024883272384,41,116,1.724,6,0,0,36.158,10
4781,A,19.950658189910367,52,34,1.373,5,1,1,32.253,20
4782,C,15.310561915266852,65,71,1.489,6,1,0,34.122,15
4783,B,0.0,66,41,0.426,5,0,0,40.291,0
4784,C,12.364978466691879,59,82,1.051,6,1,0,35.309,12
4785,B,7.568211684533972,28,115,0.92,3,0,0,37.242,8
4786,C,12.219301012243797,69,53,0.407,12,1,0,35.368,12
4787,A,16.195122026340403,46,58,0.563,3,0,1,33.766,16
4788,A,15.73945239741163,63,49,1.268,7,0,0,33.95,16
4789,A,19.993637863966754,44,118,1.197,3,0,0,32.236,20
4790,B,18.022694752873996,37,97,1.054,2,1,1,33.03,18
4791,B,20.110027903372664,24,35,1.083,2,1,1,32.189,20
4792,B,14.679977453748158,60,10,0.466,8,0,1,34.376,15
4793,C,13.796330005295754,33,85,0.952,0,0,0,34.732,14
4794,B,25.825069196183563,28,38,0.951,5,0,1,29.886,26
4795,C,14.610688489111055,68,30,1.695,3,0,0,34.404,15
4796,B,19.352023550283242,57,110,0.88,7,1,0,32.494,19
4797,B,3.5582982401498917,66,77,0.694,4,0,0,38.858,4
4798,B,8.146859353894083,44,29,0.2,5,1,0,37.009,8
4799,B,7.7686211177093965,68,48,1.529,0,0,0,37.161,8
4800,A,9.838390978287341,68,70,1.456,6,0,0,36.327,10
4801,C,7.527732054138563,59,108,1.04,0,0,0,37.258,8
4802,A,19.470730952011305,46,28,1.318,5,1,0,32.446,19
4803,B,14.42152512022864,67,93,1.192,7,0,0,34.481,14
4804,B,23.809459463696445,48,27,1.007,3,0,1,30.698,24
4805,B,11.017032570996028,31,55,1.025,2,0,0,35.852,11
4806,B,12.819463080018076,69,61,0.947,0,0,1,35.126,13
4807,B,3.7367077403991757,45,61,1.383,6,0,0,38.786,4
4808,B,4.372624455270614,60,21,1.01,2,0,0,38.529,4
4809,B,16.717251829212096,52,95,0.872,2,0,1,33.556,17
4810,C,9.15437162990639,47,33,1.086,4,0,0,36.603,9
4811,A,18.02261672034429,67,1,1.029,3,1,0,33.03,18
4812,B,18.65042739119025,64,85,0.651,5,0,0,32.777,19
4813,B,10.906158709282792,52,69,0.881,9,0,0,35.897,11
4814,B,5.456645459808336,27,64,0.47,5,0,0,38.093,5
4815,B,15.082409685675334,18,67,1.094,4,1,0,34.214,15
4816,B,11.837802464247943,64,39,1.335,3,0,0,35.522,12
4817,B,1.0189993003260103,57,102,1.674,6,0,0,39.881,1
4818,B,7.887241589326827,54,20,1.706,3,0,0,37.113,8
4819,A,23.022270679970052,37,55,0.454,3,1,1,31.015,23
4820,A,10.990293001325334,59,119,1.226,6,0,0,35.863,11
4821,C,4.965864437517226,55,115,1.417,3,0,0,38.29,5
4822,C,8.774684928749881,31,34,0.884,4,0,0,36.756,9
4823,C,8.509522120377325,33,60,0.403,5,0,0,36.863,9
4824,B,0.0,68,6,0.709,5,0,0,40.291,0
4825,C,9.733968625322333,42,69,1.166,4,0,0,36.369,10
4826,A,11.914297369381007,63,56,1.206,3,0,0,35.491,12
4827,A,5.8452420687663516,18,57,0.88,5,0,0,37.936,6
4828,A,25.30096685264887,41,4,1.089,6,1,1,30.097,25
4829,A,9.166770118297283,64,114,1.011,1,0,0,36.598,9
4830,A,22.91232263151953,65,73,0.765,5,0,1,31.06,23
4831,A,16.717802048098175,35,119,0.944,7,1,0,33.555,17
4832,B,15.960228438949493,35,13,1.019,1,0,1,33.861,16
4833,B,1.8831835103156234,49,47,0.743,5,0,0,39.532,2
4834,A,12.499785939623361,52,72,0.709,3,1,0,35.255,12
4835,C,10.304634012929885,22,57,1.452,5,0,0,36.139,10
4836,C,7.720176144778351,63,24,1.199,1,0,0,37.181,8
4837,B,20.696245199316863,46,66,1.065,5,1,1,31.952,21
4838,A,6.746414241872863,61,110,0.2,7,0,0,37.573,7
4839,B,1.5593631081089239,18,85,1.242,2,0,0,39.663,2
4840,A,16.80770313521424,32,103,1.375,4,1,0,33.519,17
4841,C,5.983684846005909,49,104,1.529,10,0,0,37.88,6
4842,B,11.10835274020849,55,69,1.221,4,0,0,35.816,11
4843,B,16.60964151631336,63,36,1.004,3,1,0,33.599,17
4844,A,14.775633627549153,50,2,1.304,1,0,1,34.338,15
4845,C,15.650891180686266,50,9,0.914,4,0,0,33.985,16
4846,C,9.360986143791957,31,63,0.2,8,0,1,36.52,9
4847,A,19.38897094593155,33,55,0.678,3,0,1,32.479,19
4848,A,17.008421344792495,25,25,1.466,1,1,0,33.438,17
4849,B,12.902647146132699,40,48,1.057,3,1,1,35.093,13
4850,B,1.1425707933396456,21,35,0.938,1,0,0,39.831,1
4851,C,13.49391115379846,19,110,0.904,6,1,0,34.854,13
4852,B,2.4664558150139033,41,119,0.725,5,0,0,39.297,2
4853,A,17.59290218799146,47,5,0.94,2,0,1,33.203,18
4854,A,19.349411595761325,58,110,0.433,4,0,1,32.495,19
4855,A,11.765453893755945,36,106,0.425,4,0,0,35.551,12
4856,B,17.61157764475441,45,29,1.255,3,0,0,33.195,18
4857,B,18.741753352306517,47,103,1.073,1,0,0,32.74,19
4858,B,8.757769681365668,65,111,0.837,6,0,0,36.763,9
4859,A,6.61477139092325,52,1,0.661,3,0,0,37.626,7
4860,B,12.847320384253683,31,41,1.043,2,0,0,35.115,13
4861,B,13.952928767139422,24,86,0.651,8,0,0,34.669,14
4862,A,14.251393428596211,20,33,0.963,6,0,0,34.549,14
4863,C,5.584695734479111,21,90,0.593,5,0,0,38.041,6
4864,B,0.4845137720790973,68,70,1.102,4,0,0,40.096,0
4865,A,27.836489397676843,56,112,1.012,4,1,1,29.076,28
4866,B,7.6048313038863276,65,20,1.157,6,0,0,37.227,8
4867,B,8.072724393374573,43,39,1.111,6,0,0,37.039,8
4868,B,0.0,38,67,0.478,2,0,0,40.291,0
4869,A,9.82897337794272,51,17,0.873,3,0,0,36.331,10
4870,B,11.995092389837692,48,75,1.297,7,0,1,35.458,12
4871,B,8.26507792940781,51,103,1.684,3,0,0,36.961,8
4872,A,12.731573656856696,19,83,0.72,6,0,0,35.162,13
4873,A,15.113818071003823,36,11,0.729,6,1,0,34.202,15
4874,A,17.49336427345234,65,23,1.435,5,0,1,33.243,17
4875,C,15.374654377596057,22,50,0.491,2,0,0,34.097,15
4876,C,19.78131324112197,54,46,1.348,3,0,0,32.321,20
4877,B,17.27873051714492,28,5,1.056,5,1,1,33.329,17
4878,A,22.881387959474857,68,24,1.057,7,1,0,31.072,23
4879,B,16.41135021911166,20,90,1.118,4,0,1,33.679,16
4880,B,24.239683907285425,50,8,0.835,2,0,1,30.525,24
4881,B,15.242651444013976,62,6,1.206,3,0,0,34.15,15
4882,B,12.402293286002026,67,26,1.177,8,0,0,35.294,12
4883,B,0.0,26,45,0.81,4,0,0,40.291,0
4884,A,11.660834388177065,28,84,1.274,2,0,0,35.593,12
4885,B,18.97712059334934,34,6,0.733,3,0,0,32.645,19
4886,B,14.299229217839153,28,69,1.375,3,0,0,34.53,14
4887,C,9.616995683874759,40,62,1.036,2,0,0,36.416,10
4888,A,13.673973767774385,29,100,1.342,4,1,0,34.782,14
4889,C,6.53422208001847,40,6,1.166,4,0,0,37.658,7
4890,A,21.276881164153355,47,5,1.124,5,1,1,31.718,21
4891,A,13.615332784429615,58,36,0.858,7,1,1,34.805,14
4892,A,18.97363588835675,20,60,1.426,3,0,0,32.646,19
4893,B,10.660257266729682,58,117,0.761,7,0,0,35.996,11
4894,B,11.286854850242735,29,23,0.963,4,0,0,35.744,11
4895,C,11.766352148291528,65,46,0.975,6,0,0,35.55,12
4896,C,11.431565520355493,60,67,1.35,7,0,0,35.685,11
4897,B,15.935480909826186,28,66,0.683,3,1,0,33.871,16
4898,B,24.18631289162009,57,94,1.92,6,0,1,30.546,24
4899,A,14.472283376468399,20,23,1.706,5,0,0,34.46,14
4900,A,16.652034813771625,21,17,1.149,4,0,0,33.582,17
4901,B,0.0,48,46,1.237,0,0,0,40.291,0
4902,B,8.512246259646393,44,35,1.069,1,0,0,36.862,9
4903,A,24.707938570493805,61,91,0.891,4,1,1,30.336,25
4904,C,7.7419743398013985,60,32,1.622,3,0,0,37.172,8
4905,B,18.42666883852728,53,89,1.041,2,1,0,32.867,18
4906,C,12.880631307659243,30,37,1.484,6,0,0,35.101,13
4907,A,7.380064538854896,37,52,1.195,7,1,0,37.318,7
4908,A,17.06210206086043,40,31,1.11,3,1,0,33.417,17
